St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,ART 223,,,Sculpt: Metal Casting,,1.00,N,,T 1145-0245PM Th 1245-0345PM,DC 105 DC 105,"Dell, Irve"
O,ART 227,,,Printmkg: Intaglio/Mono,,1.00,N,,T 1145-0245PM Th 1245-0345PM,DC 212 DC 212,"Saurer, John"
O,ART 239,,,Video Art Production,,1.00,N,ALS-A,MWF 1045-1245PM,DC 100,"Alvarez, Guido"
O,ART 252,,,Art 1880-1950,,1.00,N,ALS-A HWC,T 0935-1100 Th 0930-1050,DC 305 DC 305,"Tradowsky, Christopher"
O,ART 280,,,Art Now,,1.00,N,WRI,T 0120-0245PM Th 0215-0335PM,DC 204 DC 204,"Tradowsky, Christopher"
C,ART 294,,,Academic Internship,,1.00,Y,,,,"Arneson, Wendell"
O,ART 298,,,IS/Watercolor Study,,1.00,N,,,,"Arneson, Wendell"
O,ART 298,A,,IS/Nature and Place,,1.00,N,,,,"Ojala, Margaret"
O,ART 298,B,,IS/Art in India,,1.00,N,,,,"Kucera, Karil J."
O,ART 340,,T,Topics Sem/Studio Art,,1.00,N,,MWF 1255-0255PM,DC 103,"Weeks, Michon"
C,ART 394,,,Academic Internship,,1.00,Y,,,,Staff
O,ART 398,,,IR/,,1.00,N,,,,Staff
C,ART 398,A,,IR/Cuban Photo Exhibition,,1.00,N,,,,"Ojala, Margaret"
O,ART 398,C,,IR/Art Apprenticeship 1,,1.00,N,,,,"Saurer, John"
O,AS/HI 250,,,Chinese Civilization,,1.00,N,MCG,MWF 0200-0255PM,HH 317,"Entenmann, Robert"
O,AS/HI 250,,F,FLC - Chinese,,0.25,N,,,,"Entenmann, Robert"
O,AS/HI 253,,,Modern Japan,,1.00,N,MCG,T 0935-1100 Th 0930-1050,HH 317 HH 317,"Entenmann, Robert"
C,AS/RE 289,A,,"Buddhism, Peace, Justice Prerequisite: Completion of BTS-T requirement. Open only to rising Seniors during web registration.",,1.00,N,EIN,MWF 1255-0150PM,OM 210,"Reed, Barbara"
C,AS/RE 289,B,,"Buddhism, Peace, Justice Prerequisite: Completion of BTS-T requirement. Open only to rising Seniors during web registration.",,1.00,N,EIN,MWF 0200-0255PM,OM 210,"Reed, Barbara"
O,ASIAN 121,,,Asian Cultures,,1.00,N,MCG,T 0120-0245PM Th 0215-0335PM,RNS 290 RNS 290,"Reed, Barbara"
C,ASIAN 210,,,AsianCon1:MappingJourneys Registration for this course restricted to those students who have applied to the Asian Conversations program and been accepted into it.,,1.00,N,,T 1145-0110PM Th 1245-0205PM,RNS 150 RNS 150,"Ito, Rika Kucera, Karil J."
X,ASIAN 236,,,Chinese Lit-Tr This course has been canceled.,,1.00,N,ALS-L MCG,T 0800-0925 Th 0800-0920,,Staff
O,ASIAN 275,,,ID Approaches to Asia,,0.25,N,,M 0700-0900PM,RML 477,"MacPherson, Kristina"
O,ASIAN 298,,,IS/,,1.00,N,,,,Staff
C,ASIAN 397,,,Human Rights/AsianContext Prerequisite: Completion of BTS-T or permission of instructor.,,1.00,N,EIN WRI,T 0935-1100 Th 0930-1050,HH 319 HH 319,"Tegtmeyer Pak, Katherine S."
O,ASIAN 398,,,IR/,,1.00,N,,,,Staff
C,BI/ES 226,,,Conservation Biology Prerequisite: one natural science course.,,1.00,N,IST,T 0935-1100 Th 0930-1050,RNS 435 RNS 435,"Angell, Diane K."
C,BIO 110,,,Suppl Inst Cell Biol Registration by invitation only.,,0.25,Y,,MWF 1150-1245PM,RNS 226,"Walter, Anne"
C,BIO 123,,,"Human Biology Students in Bio 123 must also register for one lab Bio 123 AL/BL/CL.",,1.00,N,IST SED,T 1145-0110PM Th 1245-0205PM,RNS 210 RNS 210,"Van Wylen, David"
C,BIO 123,A,L,Human Biology Lab,,0.00,N,,W 0200-0400PM,RNS 254,"Van Wylen, David"
C,BIO 123,B,L,Human Biology Lab,,0.00,N,,Th 0900-1100,RNS 254,"Van Wylen, David"
C,BIO 123,C,L,Human Biology Lab,,0.00,N,,Th 0215-0415PM,RNS 254,"Van Wylen, David"
C,BIO 125,A,,"Cell Bio & Genetics Students in Bio 125A must also register for one lab Bio 125 AL, BL, or CL. This course has class year limits.",,1.00,N,IST SED,MWF 0800-0855,RNS 410,"Zayas, Roberto"
C,BIO 125,B,,"Cell Bio & Genetics Students in Bio 125B must also register for one lab Bio 125 DL, EL, or FL. This course has class year limits.",,1.00,N,IST SED,MWF 0905-1000,RNS 410,"Giannini, John"
C,BIO 125,C,,"Cell Bio & Genetics Students in Bio 125C must also register for one lab Bio 125 GL, HL, or IL. This course has class year limits.",,1.00,N,IST SED,MWF 1045-1140,RNS 410,"Lenertz, Lisa Y."
C,BIO 125,D,,Cell Bio & Genetics Students in Bio 125D must also register for one lab Bio 125 JL or KL.,,1.00,N,IST SED,T 1145-0110PM Th 1245-0205PM,RNS 410 RNS 410,"Crisp, Kevin M."
C,BIO 125,A,L,Cell Bio & Genetics Lab,,0.00,N,,T 1145-0215PM,RNS 255,"Zayas, Roberto"
O,BIO 125,B,L,Cell Bio & Genetics Lab,,0.00,N,,T 0300-0530PM,RNS 255,"Zayas, Roberto"
O,BIO 125,C,L,Cell Bio & Genetics Lab,,0.00,N,,W 1220-0250PM,RNS 255,"Zayas, Roberto"
C,BIO 125,D,L,Cell Bio & Genetics Lab,,0.00,N,,M 0130-0400PM,RNS 255,"Giannini, John"
C,BIO 125,E,L,Cell Bio & Genetics Lab,,0.00,N,,M 0500-0730PM,RNS 255,"Giannini, John"
C,BIO 125,F,L,Cell Bio & Genetics Lab,,0.00,N,,T 0800-1030,RNS 255,"Giannini, John"
C,BIO 125,G,L,Cell Bio & Genetics Lab,,0.00,N,,Th 0330-0600PM,RNS 255,"Lenertz, Lisa Y."
C,BIO 125,H,L,Cell Bio & Genetics Lab,,0.00,N,,Th 1245-0315PM,RNS 255,"Lenertz, Lisa Y."
C,BIO 125,I,L,Cell Bio & Genetics Lab,,0.00,N,,F 0200-0430PM,RNS 255,"Lenertz, Lisa Y."
C,BIO 125,J,L,Cell Bio & Genetics Lab,,0.00,N,,W 0300-0530PM,RNS 255,"Crisp, Kevin M."
C,BIO 125,K,L,Cell Bio & Genetics Lab,,0.00,N,,Th 0800-1030,RNS 255,"Crisp, Kevin M."
O,BIO 126,,,"Evolution and Diversity Students in Bio 126 must also register for one lab Bio 126 AL, BL, or CL. This course has class-year limits.",,1.00,N,SED,MWF 1045-1140,RNS 190,"Angell, Diane K."
O,BIO 126,A,L,Evolution & Diversity Lab,,0.00,N,,M 1255-0325PM,RNS 398,"Angell, Diane K."
O,BIO 126,B,L,Evolution & Diversity Lab,,0.00,N,,W 1255-0325PM,RNS 398,"Angell, Diane K."
C,BIO 126,C,L,Evolution & Diversity Lab,,0.00,N,,T 0120-0350PM,RNS 398,"Angell, Diane K."
C,BIO 233,A,,Intermediate Genetics Students in Bio 233A must also register for one lab Bio 233 DL or EL.,,1.00,N,,MWF 0905-1000,RNS 390,"Kandl, Kimberly A."
O,BIO 233,B,,"Intermediate Genetics Students in Bio 233B must also register for one lab Bio 233 AL, BL, or CL.",,1.00,N,,MWF 1150-1245PM,RNS 410,"Bowers, Lisa M."
C,BIO 233,D,L,Intermediate Genetics Lab,,0.00,N,,Th 0800-1100,RNS 394,"Kandl, Kimberly A."
C,BIO 233,E,L,Intermediate Genetics Lab,,0.00,N,,Th 0215-0515PM,RNS 394,"Kandl, Kimberly A."
C,BIO 233,A,L,Intermediate Genetics Lab,,0.00,N,,T 0800-1100,RNS 394,"Bowers, Lisa M."
C,BIO 233,B,L,Intermediate Genetics Lab,,0.00,N,,T 0120-0420PM,RNS 394,"Bowers, Lisa M."
O,BIO 233,C,L,Intermediate Genetics Lab,,0.00,N,,W 0200-0500PM,RNS 394,"Bowers, Lisa M."
C,BIO 243,,,"Human Anatomy & Physiol Students in Bio 243 must also register for one lab Bio 243 AL, BL, or CL.",,1.00,N,,MWF 0800-0855,RNS 150,"Kermott, Louis Henry"
C,BIO 243,A,L,Human Anatomy & Physiol L,,0.00,N,,M 0100-0400PM,RNS 254,"Kermott, Louis Henry"
C,BIO 243,B,L,Human Anatomy & Physiol L,,0.00,N,,T 0800-1100,RNS 254,"Kermott, Louis Henry"
C,BIO 243,C,L,Human Anatomy & Physiol L,,0.00,N,,T 1145-0245PM,RNS 254,"Kermott, Louis Henry"
C,BIO 247,,,Animal Physiology Students in Bio 247 must also register for one lab Bio 247 AL or BL.,,1.00,N,,T 0800-0925 Th 0800-0920,RNS 390 RNS 390,"Walter, Anne"
C,BIO 247,A,L,Animal Physiology Lab,,0.00,N,,W 0200-0500PM,RNS 250,"Walter, Anne"
C,BIO 247,B,L,Animal Physiology Lab,,0.00,N,,Th 1245-0345PM,RNS 250,"Walter, Anne"
O,BIO 248,,,Invertebrate Biology Students in Bio 248 must also register for one lab Bio 248 AL or BL.,,1.00,N,WRI,T 0935-1100 Th 0930-1050,RNS 297 RNS 297,"Swift, Michael"
O,BIO 248,A,L,Invertebrate Biology Lab,,0.00,N,,W 0200-0500PM,RNS 246,"Swift, Michael"
O,BIO 248,B,L,Invertebrate Biology Lab,,0.00,N,,Th 0215-0515PM,RNS 246,"Swift, Michael"
C,BIO 252,,,Plant Morphology Students in Bio 252 must also register for one lab Bio 252 AL or BL.,,1.00,N,WRI,MWF 0800-0855,RNS 435,"Deacon, Nicholas J."
C,BIO 252,A,L,Plant Morphology Lab,,0.00,N,,W 0100-0400PM,RNS 455,"Deacon, Nicholas J."
C,BIO 252,B,L,Plant Morphology Lab,,0.00,N,,Th 0800-1100,RNS 455,"Deacon, Nicholas J."
C,BIO 261,,,"Ecological Principles Students in Bio 261 must also register for one lab Bio 261 AL, BL, or CL.",,1.00,N,SED,MWF 1150-1245PM,RNS 150,"Schade, John D."
C,BIO 261,A,L,Ecological Principles Lab,,0.00,N,,W 0100-0400PM,RNS 440,"Schade, John D."
C,BIO 261,B,L,Ecological Principles Lab,,0.00,N,,Th 0800-1100,RNS 440,"Schade, John D."
C,BIO 261,C,L,Ecological Principles Lab,,0.00,N,,Th 0100-0400PM,RNS 440,"Schade, John D."
C,BIO 291,,T,Top: Med Care in Peru Registration by invitation only.,,0.25,N,,F 0300-0500PM,RNS 190,"Van Wylen, David"
C,BIO 294,,,Academic Internship,,0.50,Y,,,,"Van Wylen, David"
O,BIO 298,,,IS/MVTs of Lipid Membrane,,1.00,N,,,,"Walter, Anne"
C,BIO 298,A,,IS/Human Gross Anatomy,,1.00,N,,,,"Kermott, Louis Henry"
O,BIO 298,B,,IS/Methanogenesis,,1.00,N,WRI,,,"Schade, John D."
O,BIO 298,C,,IS/Diabetes in Context,,1.00,N,WRI,,,"Porterfield, Jean C."
C,BIO 371,,,Field Ecology Must also register for Bio 371L and Bio 371D. This course has class-year limits.,,1.00,N,ORC WRI,T 0120-0220PM,RNS 426,"Shea, Kathleen L."
C,BIO 371,,L,Field Ecology Lab,,0.00,N,,T 0230-0530PM,RNS 440,"Shea, Kathleen L."
C,BIO 371,,D,Field Ecology Disc,,0.00,N,,Th 0215-0405PM,RNS 426,"Shea, Kathleen L."
C,BIO 383,,,Evolutionary Biology Students registering for BIO 383 must also register for lab BIO 383 L. This course has class-year limits.,,1.00,N,ORC,T 1145-0110PM Th 1245-0205PM,RNS 435 RNS 435,"Porterfield, Jean C."
C,BIO 383,,L,Evolutionary Bio Lab,,0.00,N,,M 0100-0400,RNS 455,"Porterfield, Jean C."
C,BIO 391,,T,Top: Nature and Nurture This course has class-year limits.,,1.00,N,,T 0935-1100 Th 0930-1050,RNS 356B RNS 356B,"Demas, James"
C,BIO 394,,,Academic Internship,,1.00,Y,,,,Staff
O,BIO 398,,,IR/Exoenzymes in Streams,,1.00,N,,,,"Schade, John D."
O,BIO 398,A,,IR/Retinal Neurobiology,,1.00,N,,,,"Demas, James"
O,BIO 398,B,,IR/Retinal Physiology,,1.00,N,,,,"Demas, James"
O,BIO 398,C,,IR/Stable Isotope Ecology,,1.00,N,WRI,,,"Angell, Diane K."
O,BIO 398,D,,IR/LDH Kinetics,,1.00,N,,,,"Walter, Anne"
O,BIO 398,E,,IR/Nitrogen Use Corn Agri,,1.00,N,,,,"Shea, Kathleen L."
O,BIO 398,F,,IR/Population Genetics,,1.00,N,,,,"Kandl, Kimberly A."
O,BIO 398,G,,IR/Molecular Ecology,,1.00,N,,,,"Kandl, Kimberly A."
O,BIO 398,H,,IR/Fluvial C & N Cycling,,1.00,N,,,,"Schade, John D."
O,BIO 398,I,,IR/Natural Resource Mgmt,,1.00,N,WRI,,,"Jackson, Paul T."
O,BMOLS 398,,,IR/,,1.00,N,,,,Staff
C,CH/BI 125,,,Integrated Chem/Bio I Students in CH/BI 125 must also register for lab section CH/BI 125AL or BL. Closed until first-year student registration in September.,,1.00,N,IST SED,MWF 0905-1000,RNS 290,"Muth, Gregory W."
C,CH/BI 125,A,L,Integrated Chem/Bio I Lab,,0.00,N,,T 0800-1100,RNS 454,"Muth, Gregory W."
C,CH/BI 125,B,L,Integrated Chem/Bio I Lab,,0.00,N,,T 1145-0245PM,RNS 454,"Muth, Gregory W."
X,CHEM 111,,,Chemistry & the World This course has been canceled.,,1.00,N,IST SED,T 1145-0110PM Th 1245-0205PM,,Staff
X,CHEM 111,,L,Chemistry & the World Lab,,0.00,N,,T 0800-1100,,Staff
C,CHEM 121,A,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits. Intended for potential bio and chem majors.,,1.00,N,SED,MWF 1045-1140,RNS 390,"Abdella, Beth"
C,CHEM 121,B,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits. Intended for potential bio and chem majors.,,1.00,N,SED,MWF 1150-1245PM,RNS 390,"Abdella, Beth"
C,CHEM 121,C,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits. Intended for potential bio and chem majors.,,1.00,N,SED,T 1145-0110PM Th 1245-0205PM,RNS 390 RNS 390,"Roberts, William P."
C,CHEM 121,A,L,Gen Chemistry/Lab,,0.00,N,,W 0200-0500PM,RNS 355,"Abdella, Beth"
C,CHEM 121,B,L,Gen Chemistry/Lab,,0.00,N,,Th 0800-1100,RNS 355,"Gibbons, Rachel M."
C,CHEM 121,C,L,General Chemistry Lab,,0.00,N,,Th 1250-0350PM,RNS 355,"Terrell, Cassidy R."
C,CHEM 121,D,L,General Chemistry Lab,,0.00,N,,F 0100-0400PM,RNS 355,"Terrell, Cassidy R."
C,CHEM 121,E,L,General Chemistry Lab,,0.00,N,,T 0800-1100,RNS 355,"Roberts, William P."
C,CHEM 121,F,L,General Chemistry Lab,,0.00,N,,T 0300-0600PM,RNS 355,"Roberts, William P."
C,CHEM 125,A,,Struct Chem & Equilib Students registering for Chem 125 must also register for one Chem 125 lab. This course has class year limits.,,1.00,N,SED,MWF 0800-0855,RNS 390,"Marlier, Elodie"
C,CHEM 125,B,,Struct Chem & Equilib Students registering for Chem 125 must also register for one Chem 125 lab. This course has class year limits.,,1.00,N,SED,MWF 1045-1140,RNS 310,"Miessler, Gary"
C,CHEM 125,C,,Struct Chem & Equilib Students registering for Chem 125 must also register for one Chem 125 lab. This course has class year limits.,,1.00,N,SED,MWF 1150-1245PM,RNS 310,"Miessler, Gary"
C,CHEM 125,D,,Struct Chem & Equilib Students registering for Chem 125 must also register for one Chem 125 lab. This course has class year limits.,,1.00,N,SED,MWF 1255-0150PM,RNS 390,"Fogarty, Keir"
C,CHEM 125,A,L,Struct Chem & Equilib Lab,,0.00,N,,M 0200-0500PM,RNS 350,"Marlier, Elodie"
C,CHEM 125,B,L,Struct Chem & Equilib Lab,,0.00,N,,T 0800-1100,RNS 350,"Gibbons, Rachel M."
C,CHEM 125,C,L,Struct Chem & Equilib Lab,,0.00,N,,T 1145-0245PM,RNS 350,"Marlier, Elodie"
C,CHEM 125,D,L,Struct Chem & Equilib Lab,,0.00,N,,T 0300-0600PM,RNS 350,"Marlier, Elodie"
C,CHEM 125,E,L,Struct Chem & Equilib Lab,,0.00,N,,W 0200-0500PM,RNS 350,"Fogarty, Keir"
C,CHEM 125,F,L,Struct Chem & Equilib Lab,,0.00,N,,Th 0800-1100,RNS 350,"Fogarty, Keir"
C,CHEM 125,G,L,Struct Chem & Equilib Lab,,0.00,N,,Th 1250-0350PM,RNS 350,"Miessler, Gary"
X,CHEM 125,H,L,Struct Chem & Equilib Lab This lab has been canceled.,,0.00,N,,F 0200-0500PM,RNS 350,Staff
O,CHEM 247,A,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00,N,,MWF 0800-0855,RNS 310,"Hanson, Robert"
C,CHEM 247,B,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00,N,,MWF 0905-1000,RNS 310,"Pearson, Wesley"
C,CHEM 247,C,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00,N,,MWF 1255-0150PM,RNS 310,"Kalyani, Dipannita"
X,CHEM 253,A,L,Synthesis Lab I This lab section has been canceled.,,0.25,Y,,M 1150-0250PM,,Staff
O,CHEM 253,B,L,Synthesis Lab I,,0.25,Y,,M 0300-0600PM,RNS 340,"Kalyani, Dipannita"
C,CHEM 253,C,L,Synthesis Lab I,,0.25,Y,,T 0800-1100,RNS 340,"Kalyani, Dipannita"
C,CHEM 253,D,L,Synthesis Lab I,,0.25,Y,,T 1145-0245PM,RNS 340,"Kalyani, Dipannita"
C,CHEM 253,E,L,Synthesis Lab I,,0.25,Y,,T 0300-0600PM,RNS 340,"Pearson, Wesley"
C,CHEM 253,F,L,Synthesis Lab I,,0.25,Y,,W 0200-0500PM,RNS 340,"Pearson, Wesley"
C,CHEM 253,G,L,Synthesis Lab I,,0.25,Y,,Th 0800-1100,RNS 340,"Pearson, Wesley"
C,CHEM 253,H,L,Synthesis Lab I,,0.25,Y,,Th 1250-0350PM,RNS 340,"Hanson, Robert"
C,CHEM 255,,,Analytical Chem Students in Chem 255 must also register for one Chem 256 lab.,,1.00,N,,T 0935-1100 Th 0930-1050,RNS 410 RNS 410,"Jackson, Paul T."
C,CHEM 256,A,L,Analytical Lab,,0.25,Y,,M 0100-0500PM,RNS 446,"Jackson, Paul T."
C,CHEM 256,B,L,Analytical Lab,,0.25,Y,,T 0120-0520PM,RNS 446,"Jackson, Paul T."
C,CHEM 256,C,L,Analytical Lab,,0.25,Y,,W 0100-0500PM,RNS 446,"Jackson, Paul T."
C,CHEM 294,,,Academic Internship,,1.00,Y,,,,Staff
O,CHEM 298,,,IS/,,1.00,N,,,,Staff
C,CHEM 357,A,L,Physical Lab,,0.25,Y,WRI,M 0100-0500PM,RNS 392,"Schwinefus, Jeffrey J."
C,CHEM 357,B,L,Physical Lab,,0.25,Y,WRI,T 1145-0345PM,RNS 392,"Fogarty, Keir"
O,CHEM 357,C,L,Physical Lab,,0.25,Y,WRI,W 0100-0500PM,RNS 392,"Schwinefus, Jeffrey J."
O,CHEM 371,,,Physical Chemistry Students in Chem 371 must also register for one Chem 357 lab. Open only to rising Juniors and rising Seniors.,,1.00,N,IST,MWF 0800-0855,RNS 290,"Schwinefus, Jeffrey J."
C,CHEM 373,,,Experimental Biochem Open only to Seniors during web registration.,,0.25,Y,,T 0120-0520PM,RNS 393,"Terrell, Cassidy R."
C,CHEM 375,,L,Advanced Lab,,0.25,Y,,,,"Hanson, Robert"
C,CHEM 378,A,L,Instr Analysis Lab,,0.25,Y,,T 0120-0520PM,RNS 450,"Beussman, Douglas J."
C,CHEM 378,B,L,Instr Analysis Lab,,0.25,Y,,W 0100-0500PM,RNS 450,"Beussman, Douglas J."
C,CHEM 378,C,L,Instr Analysis Lab,,0.25,Y,,M 0100-0500PM,,"Beussman, Douglas J."
C,CHEM 378,D,L,Instr Analysis Lab,,0.25,Y,,Th 0120-0520PM,,"Beussman, Douglas J."
C,CHEM 379,A,,Biochemistry I,,1.00,N,IST,MWF 1150-1245PM,RNS 290,"Listenberger, Laura"
C,CHEM 379,B,,Biochemistry I,,1.00,N,IST,T 0935-1100 Th 0930-1050,RNS 390 RNS 390,"Terrell, Cassidy R."
C,CHEM 382,,,Instrumental Analysis Students in Chem 382 must also register for one Chem 378 lab.,,1.00,N,,MWF 1045-1140,RNS 435,"Beussman, Douglas J."
C,CHEM 394,,,Academic Internship,,1.00,Y,,,,Staff
C,CHEM 396,,,Research: Lipid Biochem Permission of the instructor required to register.,,1.00,N,,,,"Listenberger, Laura"
O,CHEM 398,,,IR/Low-Valent Inorg Synth,,1.00,N,WRI,,,"Marlier, Elodie"
O,CHEM 398,A,,IR/GC-MS of Human Scent,,1.00,N,,,,"Beussman, Douglas J."
O,CHEM 398,B,,IR/IRMS Fiber Analysis,,1.00,N,,,,"Beussman, Douglas J."
O,CHEM 398,C,,IR/GC-MS of Human Scent,,1.00,N,WRI,,,"Beussman, Douglas J."
O,CHEM 398,D,,IR/Environmental Chem,,1.00,N,,,,"Jackson, Paul T."
C,CHIN 111,A,,"Beginning Chinese I Students in Chinese 111A must also register for one lab Chinese 111AL, BL or CL.",,1.00,N,,MWF 0905-1000,TOH 316,"Wong, Ka F."
O,CHIN 111,B,,"Beginning Chinese I Students in Chinese 111B must also register for one lab Chinese 111AL, BL or CL.",,1.00,N,,MWF 1150-1245PM,TOH 316,"Wong, Ka F."
O,CHIN 111,C,,"Beginning Chinese I Students in Chinese 111C must also register for one lab Chinese 111AL, BL or CL.",,1.00,N,,MWF 0200-0255PM,TOH 316,"Wong, Ka F."
O,CHIN 111,A,L,Beginning Chinese I Lab,,0.00,N,,T 0800-0925,TOH 175,"Wong, Ka F."
O,CHIN 111,B,L,Beginning Chinese I Lab,,0.00,N,,T 1145-0110PM,TOH 175,"Wong, Ka F."
O,CHIN 111,C,L,Beginning Chinese I Lab,,0.00,N,,T 0120-0245PM,TOH 175,"Wong, Ka F."
O,CHIN 231,A,,Intermed Chinese I Students in Chinese 231A must also register for one lab Chinese 231AL or BL.,,1.00,N,FOL-C,MWF 1045-1140,TOH 316,"Wan, Pin Pin"
O,CHIN 231,B,,Intermed Chinese I Students in Chinese 231B must also register for one lab Chinese 231AL or BL.,,1.00,N,FOL-C,MWF 1255-0150PM,TOH 316,"Wan, Pin Pin"
O,CHIN 231,A,L,Intermed Chinese I Lab,,0.00,N,,T 1005-1100 Th 0955-1050,TOH 316 TOH 316,"Wan, Pin Pin"
O,CHIN 231,B,L,Intermed Chinese I Lab,,0.00,N,,TTh 0800-0855,TOH 316,"Wan, Pin Pin"
C,CHIN 294,,,Academic Internship,,1.00,Y,,,,Staff
O,CHIN 298,,,IS/,,1.00,N,,,,Staff
O,CHIN 301,,,Advanced Chinese I,,1.00,N,FOL-C,MWF 1255-0150PM,RNS 204,"Chen, Luying"
O,CHIN 351,,,Chinese Lang/Soc/Media,,1.00,N,,MWF 0905-1000,TOH 300,"Chen, Luying"
C,CHIN 394,,,Academic Internship,,1.00,Y,,,,Staff
O,CHIN 398,,,IR/,,1.00,N,,,,Staff
C,CLASS 241,,,Greek & Roman Myth-Tr,,1.00,N,ALS-L,T 1145-0110PM Th 1245-0205PM,TOH 312 TOH 312,"Starkey, Jennifer S."
C,CLASS 294,,,Academic Internship,,1.00,Y,,,,Staff
O,CLASS 298,,,IS/,,1.00,N,,,,Staff
